label,method,x,y
0,FINAL_QDIFFCL,16.244491577148438,32.49604034423828
0,FINAL_QDIFFCL,22.96488380432129,35.349021911621094
0,FINAL_QDIFFCL,15.164560317993164,39.57693862915039
0,FINAL_QDIFFCL,5.831775188446045,68.0923843383789
0,FINAL_QDIFFCL,39.27703857421875,31.662471771240234
0,FINAL_QDIFFCL,35.30564498901367,33.63716125488281
0,FINAL_QDIFFCL,39.16768264770508,34.199005126953125
0,FINAL_QDIFFCL,42.281734466552734,34.09429931640625
0,FINAL_QDIFFCL,-2.597943067550659,41.48957824707031
0,FINAL_QDIFFCL,18.53833770751953,34.33684539794922
0,FINAL_QDIFFCL,42.05073165893555,31.164472579956055
0,FINAL_QDIFFCL,-4.3747076988220215,51.11863327026367
0,FINAL_QDIFFCL,40.16063690185547,32.93365478515625
0,FINAL_QDIFFCL,4.08763313293457,36.83126449584961
0,FINAL_QDIFFCL,-5.886433124542236,48.8164176940918
0,FINAL_QDIFFCL,-7.28667688369751,48.28540802001953
0,FINAL_QDIFFCL,1.3552781343460083,37.093544006347656
0,FINAL_QDIFFCL,-4.918189525604248,45.133338928222656
0,FINAL_QDIFFCL,0.6759424805641174,52.09392547607422
0,FINAL_QDIFFCL,-0.011304418556392193,37.19868087768555
0,FINAL_QDIFFCL,20.20660972595215,39.17820739746094
0,FINAL_QDIFFCL,-7.736471652984619,46.93674850463867
0,FINAL_QDIFFCL,50.56163787841797,25.96990966796875
0,FINAL_QDIFFCL,32.98426818847656,38.59988021850586
0,FINAL_QDIFFCL,2.7226035594940186,33.308258056640625
0,FINAL_QDIFFCL,3.745427370071411,34.78596878051758
0,FINAL_QDIFFCL,4.001997947692871,57.26460647583008
0,FINAL_QDIFFCL,0.5608699321746826,50.97728729248047
0,FINAL_QDIFFCL,14.66576862335205,34.59627914428711
0,FINAL_QDIFFCL,18.81739044189453,35.75465393066406
0,FINAL_QDIFFCL,50.86427307128906,28.542098999023438
0,FINAL_QDIFFCL,64.49456787109375,19.634794235229492
0,FINAL_QDIFFCL,33.09561538696289,37.714046478271484
0,FINAL_QDIFFCL,13.88541316986084,34.29895782470703
0,FINAL_QDIFFCL,42.17017364501953,33.84160232543945
0,FINAL_QDIFFCL,55.32225799560547,26.571918487548828
0,FINAL_QDIFFCL,3.2889156341552734,73.2330322265625
0,FINAL_QDIFFCL,5.6022257804870605,69.76416778564453
0,FINAL_QDIFFCL,3.2943429946899414,73.66576385498047
0,FINAL_QDIFFCL,23.540504455566406,39.80754852294922
0,FINAL_QDIFFCL,35.31031799316406,32.962860107421875
0,FINAL_QDIFFCL,13.387955665588379,38.240753173828125
0,FINAL_QDIFFCL,13.31283950805664,36.57374572753906
0,FINAL_QDIFFCL,9.235414505004883,32.78456497192383
0,FINAL_QDIFFCL,22.88774299621582,34.11803436279297
0,FINAL_QDIFFCL,52.01811218261719,28.646705627441406
0,FINAL_QDIFFCL,58.18400192260742,24.523181915283203
0,FINAL_QDIFFCL,60.40452194213867,22.62709617614746
0,FINAL_QDIFFCL,50.97525405883789,27.1887149810791
0,FINAL_QDIFFCL,6.817699909210205,35.573768615722656
0,FINAL_QDIFFCL,-3.2226548194885254,40.31398010253906
0,FINAL_QDIFFCL,8.398649215698242,33.3249397277832
0,FINAL_QDIFFCL,42.7491569519043,31.06062889099121
0,FINAL_QDIFFCL,-3.7773468494415283,51.591331481933594
0,FINAL_QDIFFCL,33.799766540527344,37.2196044921875
0,FINAL_QDIFFCL,47.89330291748047,30.525249481201172
0,FINAL_QDIFFCL,61.14730453491211,22.409982681274414
0,FINAL_QDIFFCL,52.69611740112305,25.581220626831055
0,FINAL_QDIFFCL,8.16787052154541,33.98297119140625
