dataset,channel,frequency_bin,rank_median,rank_q25,rank_q75,rank_iqr,category
3W,0,0,0.5241379141807556,0.4772413671016693,0.5493103265762329,0.0720689594745636,reliable_noncritical
3W,0,1,0.4655172526836395,0.44655174016952515,0.49103447794914246,0.04448273777961731,reliable_noncritical
3W,0,2,0.5268965363502502,0.5186206698417664,0.5510344505310059,0.0324137806892395,reliable_noncritical
3W,0,3,0.5399999618530273,0.521379292011261,0.5558620691299438,0.03448277711868286,reliable_noncritical
3W,0,4,0.5413793325424194,0.5227586030960083,0.5600000023841858,0.03724139928817749,reliable_noncritical
3W,0,5,0.5262068510055542,0.5224137902259827,0.5565516948699951,0.03413790464401245,reliable_noncritical
3W,0,6,0.5620689392089844,0.5310344696044922,0.5851724147796631,0.0541379451751709,reliable_noncritical
3W,0,7,0.5531034469604492,0.5334482789039612,0.5689655542373657,0.03551727533340454,reliable_noncritical
3W,0,8,0.5820689797401428,0.5541379451751709,0.6193103194236755,0.06517237424850464,reliable_noncritical
3W,0,9,0.5393103361129761,0.5362069010734558,0.5710344910621643,0.034827589988708496,reliable_noncritical
3W,0,10,0.5337930917739868,0.5141379237174988,0.5462068915367126,0.03206896781921387,reliable_noncritical
3W,0,11,0.5441379547119141,0.5386207103729248,0.5737931132316589,0.03517240285873413,reliable_noncritical
3W,0,12,0.586896538734436,0.5600000023841858,0.6162068843841553,0.05620688199996948,reliable_noncritical
3W,0,13,0.5737931132316589,0.543448269367218,0.6037931442260742,0.0603448748588562,reliable_noncritical
3W,0,14,0.5510344505310059,0.5320689678192139,0.5734483003616333,0.041379332542419434,reliable_noncritical
3W,0,15,0.5662069320678711,0.5351724028587341,0.5910345315933228,0.05586212873458862,reliable_noncritical
3W,0,16,0.564827561378479,0.5541379451751709,0.5862069129943848,0.03206896781921387,reliable_noncritical
3W,0,17,0.5565516948699951,0.5362069010734558,0.5824137926101685,0.046206891536712646,reliable_noncritical
3W,0,18,0.5924137830734253,0.5658620595932007,0.6355172395706177,0.06965517997741699,reliable_noncritical
3W,0,19,0.565517246723175,0.5462068915367126,0.5931034684181213,0.04689657688140869,reliable_noncritical
3W,0,20,0.5248275995254517,0.5199999809265137,0.5517241358757019,0.03172415494918823,reliable_noncritical
3W,0,21,0.5668965578079224,0.5472413897514343,0.5924137830734253,0.04517239332199097,reliable_noncritical
3W,0,22,0.5813792943954468,0.5586206912994385,0.594137966632843,0.03551727533340454,reliable_noncritical
3W,0,23,0.5675861835479736,0.5486207008361816,0.5837931036949158,0.03517240285873413,reliable_noncritical
3W,0,24,0.5468965768814087,0.5279310345649719,0.567241370677948,0.039310336112976074,reliable_noncritical
3W,0,25,0.5593103170394897,0.5393103361129761,0.5748276114463806,0.03551727533340454,reliable_noncritical
3W,0,26,0.5779310464859009,0.5558620691299438,0.5896551609039307,0.033793091773986816,reliable_noncritical
3W,0,27,0.5489655137062073,0.5293103456497192,0.5710344910621643,0.04172414541244507,reliable_noncritical
3W,0,28,0.5882759094238281,0.5644827485084534,0.6189655065536499,0.05448275804519653,reliable_noncritical
3W,0,29,0.5641379356384277,0.5444827675819397,0.5913793444633484,0.04689657688140869,reliable_noncritical
3W,0,30,0.543448269367218,0.5255172252655029,0.5575861930847168,0.03206896781921387,reliable_noncritical
3W,0,31,0.5806896686553955,0.5527586340904236,0.6148276329040527,0.06206899881362915,reliable_noncritical
3W,0,32,0.5820689797401428,0.5572413802146912,0.5951724052429199,0.03793102502822876,reliable_noncritical
3W,1,0,0.5206896066665649,0.4882758557796478,0.5610345005989075,0.07275864481925964,reliable_noncritical
3W,1,1,0.2910344898700714,0.2862069010734558,0.295862078666687,0.009655177593231201,reliable_noncritical
3W,1,2,0.31310343742370605,0.3031034469604492,0.3158620595932007,0.012758612632751465,reliable_noncritical
3W,1,3,0.3020689785480499,0.29172414541244507,0.3075862228870392,0.015862077474594116,reliable_noncritical
3W,1,4,0.3593103587627411,0.3379310369491577,0.362758606672287,0.024827569723129272,reliable_noncritical
3W,1,5,0.30965515971183777,0.3003448247909546,0.3162068724632263,0.01586204767227173,reliable_noncritical
3W,1,6,0.2813793122768402,0.2513793110847473,0.28413793444633484,0.032758623361587524,reliable_noncritical
3W,1,7,0.23586207628250122,0.22758620977401733,0.25655171275138855,0.028965502977371216,reliable_noncritical
3W,1,8,0.2765517234802246,0.24344827234745026,0.3068965673446655,0.06344829499721527,reliable_noncritical
3W,1,9,0.3655172288417816,0.36241376399993896,0.4003448486328125,0.037931084632873535,reliable_noncritical
3W,1,10,0.3075861930847168,0.3062068819999695,0.3534482717514038,0.047241389751434326,reliable_noncritical
3W,1,11,0.23172414302825928,0.22896552085876465,0.23586207628250122,0.006896555423736572,reliable_noncritical
3W,1,12,0.2441379278898239,0.23379310965538025,0.2775862216949463,0.04379311203956604,reliable_noncritical
3W,1,13,0.23172414302825928,0.22896552085876465,0.2320689707994461,0.0031034499406814575,reliable_noncritical
3W,1,14,0.2427586168050766,0.23275862634181976,0.2779310345649719,0.04517240822315216,reliable_noncritical
3W,1,15,0.24689655005931854,0.23034483194351196,0.2800000011920929,0.04965516924858093,reliable_noncritical
3W,1,16,0.3186206817626953,0.30482760071754456,0.35758620500564575,0.052758604288101196,reliable_noncritical
3W,1,17,0.2848275899887085,0.25793102383613586,0.3113793134689331,0.05344828963279724,reliable_noncritical
3W,1,18,0.3027586340904236,0.29620689153671265,0.3341379165649414,0.03793102502822876,reliable_noncritical
3W,1,19,0.35862070322036743,0.3558620810508728,0.3920689821243286,0.03620690107345581,reliable_noncritical
3W,1,20,0.28068965673446655,0.2741379141807556,0.29862070083618164,0.024482786655426025,reliable_noncritical
3W,1,21,0.23724138736724854,0.22758620977401733,0.271724134683609,0.044137924909591675,reliable_noncritical
3W,1,22,0.24206896126270294,0.2344827651977539,0.2896551787853241,0.05517241358757019,reliable_noncritical
3W,1,23,0.25034481287002563,0.2331034541130066,0.29172414541244507,0.05862069129943848,reliable_noncritical
3W,1,24,0.2827586233615875,0.2524137794971466,0.295862078666687,0.043448299169540405,reliable_noncritical
3W,1,25,0.2944827675819397,0.2906896471977234,0.31551724672317505,0.02482759952545166,reliable_noncritical
3W,1,26,0.3027586340904236,0.29517242312431335,0.34586209058761597,0.05068966746330261,reliable_noncritical
3W,1,27,0.2862069010734558,0.2810344696044922,0.30827587842941284,0.027241408824920654,reliable_noncritical
3W,1,28,0.30000001192092896,0.29379311203956604,0.34413793683052063,0.05034482479095459,reliable_noncritical
3W,1,29,0.30965515971183777,0.3006896674633026,0.3496551811695099,0.048965513706207275,reliable_noncritical
3W,1,30,0.27448275685310364,0.23999999463558197,0.30241379141807556,0.06241379678249359,reliable_noncritical
3W,1,31,0.2731034457683563,0.23862068355083466,0.2993103563785553,0.06068967282772064,reliable_noncritical
3W,1,32,0.4496551752090454,0.41517242789268494,0.4834482669830322,0.06827583909034729,reliable_noncritical
3W,2,0,0.3579310476779938,0.31655171513557434,0.36206895112991333,0.04551723599433899,reliable_noncritical
3W,2,1,0.11310344934463501,0.11310344934463501,0.11310344934463501,0.0,reliable_noncritical
3W,2,2,0.11310344934463501,0.11310344934463501,0.11310344934463501,0.0,reliable_noncritical
3W,2,3,0.11310344934463501,0.11310344934463501,0.11310344934463501,0.0,reliable_noncritical
3W,2,4,0.11310344934463501,0.11310344934463501,0.11310344934463501,0.0,reliable_noncritical
3W,2,5,0.11310344934463501,0.11310344934463501,0.11310344934463501,0.0,reliable_noncritical
3W,2,6,0.11310344934463501,0.11310344934463501,0.11310344934463501,0.0,reliable_noncritical
3W,2,7,0.11310344934463501,0.11310344934463501,0.11310344934463501,0.0,reliable_noncritical
3W,2,8,0.11310344934463501,0.11310344934463501,0.11310344934463501,0.0,reliable_noncritical
3W,2,9,0.11310344934463501,0.11310344934463501,0.11310344934463501,0.0,reliable_noncritical
3W,2,10,0.11310344934463501,0.11310344934463501,0.11310344934463501,0.0,reliable_noncritical
3W,2,11,0.11310344934463501,0.11310344934463501,0.11310344934463501,0.0,reliable_noncritical
3W,2,12,0.11310344934463501,0.11310344934463501,0.11310344934463501,0.0,reliable_noncritical
3W,2,13,0.11310344934463501,0.11310344934463501,0.11310344934463501,0.0,reliable_noncritical
3W,2,14,0.11310344934463501,0.11310344934463501,0.11310344934463501,0.0,reliable_noncritical
3W,2,15,0.11310344934463501,0.11310344934463501,0.11310344934463501,0.0,reliable_noncritical
3W,2,16,0.11310344934463501,0.11310344934463501,0.11310344934463501,0.0,reliable_noncritical
3W,2,17,0.11310344934463501,0.11310344934463501,0.11310344934463501,0.0,reliable_noncritical
3W,2,18,0.11310344934463501,0.11310344934463501,0.11310344934463501,0.0,reliable_noncritical
3W,2,19,0.11310344934463501,0.11310344934463501,0.11310344934463501,0.0,reliable_noncritical
3W,2,20,0.11310344934463501,0.11310344934463501,0.11310344934463501,0.0,reliable_noncritical
3W,2,21,0.11310344934463501,0.11310344934463501,0.11310344934463501,0.0,reliable_noncritical
3W,2,22,0.11310344934463501,0.11310344934463501,0.11310344934463501,0.0,reliable_noncritical
3W,2,23,0.11310344934463501,0.11310344934463501,0.11310344934463501,0.0,reliable_noncritical
3W,2,24,0.11310344934463501,0.11310344934463501,0.11310344934463501,0.0,reliable_noncritical
3W,2,25,0.11310344934463501,0.11310344934463501,0.11310344934463501,0.0,reliable_noncritical
3W,2,26,0.11310344934463501,0.11310344934463501,0.11310344934463501,0.0,reliable_noncritical
3W,2,27,0.11310344934463501,0.11310344934463501,0.11310344934463501,0.0,reliable_noncritical
3W,2,28,0.11310344934463501,0.11310344934463501,0.11310344934463501,0.0,reliable_noncritical
3W,2,29,0.11310344934463501,0.11310344934463501,0.11310344934463501,0.0,reliable_noncritical
3W,2,30,0.11310344934463501,0.11310344934463501,0.11310344934463501,0.0,reliable_noncritical
3W,2,31,0.11310344934463501,0.11310344934463501,0.11310344934463501,0.0,reliable_noncritical
3W,2,32,0.11310344934463501,0.11310344934463501,0.11310344934463501,0.0,reliable_noncritical
3W,3,0,1.0,1.0,1.0,0.0,reliable_critical
3W,3,1,0.7924138307571411,0.7644827365875244,0.7944827675819397,0.030000030994415283,reliable_critical
3W,3,2,0.6510344743728638,0.6436206698417664,0.6596551537513733,0.016034483909606934,reliable_noncritical
3W,3,3,0.7510344982147217,0.7286206483840942,0.7555172443389893,0.02689659595489502,reliable_critical
3W,3,4,0.6510344743728638,0.6436206698417664,0.6596551537513733,0.016034483909606934,reliable_noncritical
3W,3,5,0.6682758331298828,0.6620689630508423,0.6782758831977844,0.01620692014694214,reliable_noncritical
3W,3,6,0.6510344743728638,0.6436206698417664,0.6596551537513733,0.016034483909606934,reliable_noncritical
3W,3,7,0.8296551704406738,0.800000011920929,0.863103449344635,0.06310343742370605,reliable_critical
3W,3,8,0.11310344934463501,0.11310344934463501,0.11310344934463501,0.0,reliable_noncritical
3W,3,9,0.7641379237174988,0.746896505355835,0.7806896567344666,0.03379315137863159,reliable_critical
3W,3,10,0.6510344743728638,0.6436206698417664,0.6596551537513733,0.016034483909606934,reliable_noncritical
3W,3,11,0.8027586340904236,0.7141379714012146,0.815517246723175,0.10137927532196045,reliable_critical
3W,3,12,0.6510344743728638,0.6436206698417664,0.6596551537513733,0.016034483909606934,reliable_noncritical
3W,3,13,0.6889655590057373,0.6841379404067993,0.7010344862937927,0.016896545886993408,ambiguous
3W,3,14,0.6510344743728638,0.6436206698417664,0.6596551537513733,0.016034483909606934,reliable_noncritical
3W,3,15,0.683448314666748,0.6768965721130371,0.7186207175254822,0.04172414541244507,ambiguous
3W,3,16,0.11310344934463501,0.11310344934463501,0.11310344934463501,0.0,reliable_noncritical
3W,3,17,0.8200000524520874,0.7893103361129761,0.8268965482711792,0.037586212158203125,reliable_critical
3W,3,18,0.6510344743728638,0.6436206698417664,0.6596551537513733,0.016034483909606934,reliable_noncritical
3W,3,19,0.9875862002372742,0.9710344672203064,0.9917241334915161,0.020689666271209717,reliable_critical
3W,3,20,0.6444827318191528,0.6377586126327515,0.6555172204971313,0.017758607864379883,reliable_noncritical
3W,3,21,0.8324137926101685,0.8048275709152222,0.8641378879547119,0.059310317039489746,reliable_critical
3W,3,22,0.6510344743728638,0.6436206698417664,0.6596551537513733,0.016034483909606934,reliable_noncritical
3W,3,23,0.6634482741355896,0.6575862169265747,0.6744827628135681,0.016896545886993408,reliable_noncritical
3W,3,24,0.11310344934463501,0.11310344934463501,0.11310344934463501,0.0,reliable_noncritical
3W,3,25,0.6786206960678101,0.6731034517288208,0.6896551847457886,0.016551733016967773,reliable_noncritical
3W,3,26,0.6510344743728638,0.6436206698417664,0.6596551537513733,0.016034483909606934,reliable_noncritical
3W,3,27,0.6427586078643799,0.6358620524406433,0.6693103313446045,0.03344827890396118,reliable_noncritical
3W,3,28,0.6510344743728638,0.6436206698417664,0.6596551537513733,0.016034483909606934,reliable_noncritical
3W,3,29,0.8103448152542114,0.7641379237174988,0.8234483003616333,0.05931037664413452,reliable_critical
3W,3,30,0.6510344743728638,0.6436206698417664,0.6596551537513733,0.016034483909606934,reliable_noncritical
3W,3,31,0.7572413682937622,0.7396551370620728,0.7658620476722717,0.026206910610198975,reliable_critical
3W,3,32,0.11310344934463501,0.11310344934463501,0.11310344934463501,0.0,reliable_noncritical
3W,4,0,0.5731034278869629,0.47620689868927,0.7379310131072998,0.2617241144180298,ambiguous
3W,4,1,0.11310344934463501,0.11310344934463501,0.11310344934463501,0.0,reliable_noncritical
3W,4,2,0.11310344934463501,0.11310344934463501,0.11310344934463501,0.0,reliable_noncritical
3W,4,3,0.11310344934463501,0.11310344934463501,0.11310344934463501,0.0,reliable_noncritical
3W,4,4,0.11310344934463501,0.11310344934463501,0.11310344934463501,0.0,reliable_noncritical
3W,4,5,0.11310344934463501,0.11310344934463501,0.11310344934463501,0.0,reliable_noncritical
